Unnamed: 0,CID,Description,Dominant_topic,Perc_Contrib,Topic_Keywords,Text
53,5271805,"Ginkgetin is a biflavonoid that is the 7,4'-dimethyl ether derivative of amentoflavone. Isolated from Ginkgo biloba and Dioon, it exhibits anti-HSV-1, antineoplastic and inhibitory activities towards arachidonate 5-lipoxygenase and cyclooxygenase 2. It has a role as an anti-HSV-1 agent, a cyclooxygenase 2 inhibitor, an EC 1.13.11.34 (arachidonate 5-lipoxygenase) inhibitor, an antineoplastic agent and a metabolite. It is a biflavonoid, a hydroxyflavone, a methoxyflavone and a ring assembly. It is functionally related to an amentoflavone.",Drug,0.6609,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['ginkgetin', 'biflavonoid', 'dimethyl', 'ether', 'deriv', 'amentoflavon', 'isol', 'ginkgo', 'biloba', 'dioon', 'exhibit', 'anti', 'hsv', 'antineoplast', 'inhibitori', 'activ', 'toward', 'arachidon', 'lipoxygenas', 'cyclooxygenas', 'role', 'anti', 'hsv', 'agent', 'cyclooxygenas', 'inhibitor', 'ec', 'arachidon', 'lipoxygenas', 'inhibitor', 'antineoplast', 'agent', 'metabolit', 'biflavonoid', 'hydroxyflavon', 'methoxyflavon', 'ring', 'assembl', 'function', 'relat', 'amentoflavon']"
54,114917,Tanshinone I is an abietane diterpenoid. It has a role as an anticoronaviral agent.,Drug,0.6613,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['tanshinon', 'abietan', 'diterpenoid', 'role', 'anticoronavir', 'agent']"
55,1118253,4-fluoro-N-(3-pyridinyl)benzamide is an organohalogen compound and a carbonyl compound.,No annotation,0.9237,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['fluoro', 'n', 'pyridinyl', 'benzamid', 'organohalogen', 'compound', 'carbonyl', 'compound']"
56,763786,"3-(4-methylphenyl)-6-phenyl-1,4-dihydro-1,3,5-triazine-2-thione is a member of thioureas.",No annotation,0.9162,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methylphenyl', 'phenyl', 'dihydro', 'triazin', 'thion', 'member', 'thiourea']"
57,3593,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one is an ether and a member of flavonoids.",No annotation,0.9372,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dihydroxi', 'hydroxi', 'methoxyphenyl', 'dihydro', 'h', 'benzopyran', 'one', 'ether', 'member', 'flavonoid']"
58,5275726,"(S)-[10]-Gingerol is a monomethoxybenzene, a beta-hydroxy ketone and a member of phenols.",Metabolite,0.5583,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['gingerol', 'monomethoxybenzen', 'beta', 'hydroxi', 'keton', 'member', 'phenol']"
59,6603931,"N-(4-cyanophenyl)-2-[4-(2,6-dioxo-1,3-dipropyl-7H-purin-8-yl)phenoxy]acetamide is an oxopurine.",No annotation,0.9282,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'cyanophenyl', 'dioxo', 'dipropyl', 'h', 'purin', 'yl', 'phenoxi', 'acetamid', 'oxopurin']"
60,29566,Taurolidine is a thiadiazinane.,Drug,0.6217,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['taurolidin', 'thiadiazinan']"
61,2100018,"4-[4-(phenylmethyl)-1-piperidinyl]thieno[2,3-d]pyrimidine is a member of piperidines and a thienopyrimidine.",No annotation,0.915,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['phenylmethyl', 'piperidinyl', 'thieno', 'pyrimidin', 'member', 'piperidin', 'thienopyrimidin']"
62,41958,Butoxyacetic acid is a carboxylic acid.,Metabolite,0.8333,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['butoxyacet', 'acid', 'carboxyl', 'acid']"
63,24753719,N-hydroxy-1-[(4-methoxyphenyl)methyl]-6-indolecarboxamide is an indolecarboxamide.,No annotation,0.9007,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'hydroxi', 'methoxyphenyl', 'methyl', 'indolecarboxamid', 'indolecarboxamid']"
64,33675,"Oxametacin is a hydroxamic acid obtained by formal condensation of the carboxy group of indometacin with the amino group of hydroxylamine. It has a role as a non-steroidal anti-inflammatory drug, an EC 1.14.99.1 (prostaglandin-endoperoxide synthase) inhibitor and a non-narcotic analgesic. It is an organochlorine compound, a N-acylindole, an aromatic ether and a hydroxamic acid. It is functionally related to an indometacin.",Drug,0.7288,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['oxametacin', 'hydroxam', 'acid', 'obtain', 'formal', 'condens', 'carboxi', 'group', 'indometacin', 'amino', 'group', 'hydroxylamin', 'role', 'non', 'steroid', 'anti', 'inflammatori', 'drug', 'ec', 'prostaglandin', 'endoperoxid', 'synthas', 'inhibitor', 'non', 'narcot', 'analges', 'organochlorin', 'compound', 'n', 'acylindol', 'aromat', 'ether', 'hydroxam', 'acid', 'function', 'relat', 'indometacin']"
65,68082,Isobergapten is a furanocoumarin.,Metabolite,0.6663,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['isobergapten', 'furanocoumarin']"
66,44483339,"3,3-dimethyl-3aH-benzo[g]indole-2,4,5-trione is an organic heterotricyclic compound.",No annotation,0.9263,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'ah', 'benzo', 'g', 'indol', 'trion', 'organ', 'heterotricycl', 'compound']"
67,49836027,"Torin 1 is a member of the class of pyridoquinolines that is 9-(quinolin-3-yl)benzo[h][1,6]naphthyridin-2-one bearing an additional 4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl substituent at position 1. It is a potent inhibitor of mTOR and exhibits anti-cancer properties. It has a role as a mTOR inhibitor and an antineoplastic agent. It is a N-acylpiperazine, a N-arylpiperazine, an organofluorine compound, a pyridoquinoline and a member of quinolines.",Drug,0.6346,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['torin', 'member', 'class', 'pyridoquinolin', 'quinolin', 'yl', 'benzo', 'h', 'naphthyridin', 'one', 'bear', 'addit', 'propionylpiperazin', 'yl', 'trifluoromethyl', 'phenyl', 'substitu', 'posit', 'potent', 'inhibitor', 'mtor', 'exhibit', 'anti', 'cancer', 'properti', 'role', 'mtor', 'inhibitor', 'antineoplast', 'agent', 'n', 'acylpiperazin', 'n', 'arylpiperazin', 'organofluorin', 'compound', 'pyridoquinolin', 'member', 'quinolin']"
68,9338,"2,6-dihydroxybenzoic acid is a dihydroxybenzoic acid having the two hydroxy groups at the C-2 and C-6 positions. It has a role as a metabolite. It is a conjugate acid of a 2,6-dihydroxybenzoate.",Metabolite,0.956,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['dihydroxybenzo', 'acid', 'dihydroxybenzo', 'acid', 'two', 'hydroxi', 'group', 'c', 'c', 'posit', 'role', 'metabolit', 'conjug', 'acid', 'dihydroxybenzo']"
69,17355,4-phenylbutan-2-one is a ketone.,No annotation,0.8299,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['phenylbutan', 'one', 'keton']"
70,1409689,"N-[5-[(4-methoxyphenyl)methyl]-1,3,4-thiadiazol-2-yl]-2-furancarboxamide is a member of methoxybenzenes.",No annotation,0.9254,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'methoxyphenyl', 'methyl', 'thiadiazol', 'yl', 'furancarboxamid', 'member', 'methoxybenzen']"
71,38361962,"3-(5,7-dimethoxy-4-oxo-4H-chromen-2-yl)propanoic acid is a member of chromones.",No annotation,0.8188,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethoxi', 'oxo', 'h', 'chromen', 'yl', 'propano', 'acid', 'member', 'chromon']"
72,646145,"N4-cyclohexyl-N1-ethyl-N4-(2-pyridinylmethyl)benzene-1,4-disulfonamide is a sulfonamide.",No annotation,0.9306,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'cyclohexyl', 'n', 'ethyl', 'n', 'pyridinylmethyl', 'benzen', 'disulfonamid', 'sulfonamid']"
73,6604926,"1-(2-methyl-1,3-benzoxazol-6-yl)-3-(1,5-naphthyridin-4-yl)urea is a naphthyridine derivative.",No annotation,0.8109,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methyl', 'benzoxazol', 'yl', 'naphthyridin', 'yl', 'urea', 'naphthyridin', 'deriv']"
74,3081484,Picroside ii is a tannin.,Drug,0.4471,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['picrosid', 'ii', 'tannin']"
75,4544,"6,7-dimethoxy-3-(4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl)-3H-isobenzofuran-1-one is a member of isoquinolines.",No annotation,0.9549,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethoxi', 'methoxi', 'methyl', 'dihydro', 'h', 'dioxolo', 'g', 'isoquinolin', 'yl', 'h', 'isobenzofuran', 'one', 'member', 'isoquinolin']"
76,43233,"Azaconazole is a member of the class of dioxolanes that is 1,3-dioxolane substituted at position 2 by 2,4-dichlorophenyl and 1,2,4-triazol-1-ylmethyl groups. A fungicide used mainly in ornamental crops to control canker and other diseases. Azaconazole is moderately toxic to mammals but is not expected to bioaccumulate. It is moderately toxic to birds, fish and aquatic invertebrates. It has a role as an EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor and an antifungal agrochemical. It is a dichlorobenzene, a cyclic ketal, a dioxolane, a member of triazoles, a conazole fungicide and a triazole fungicide.",Drug,0.7374,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['azaconazol', 'member', 'class', 'dioxolan', 'dioxolan', 'substitut', 'posit', 'dichlorophenyl', 'triazol', 'ylmethyl', 'group', 'fungicid', 'use', 'main', 'ornament', 'crop', 'control', 'canker', 'diseas', 'azaconazol', 'moder', 'toxic', 'mammal', 'expect', 'bioaccumul', 'moder', 'toxic', 'bird', 'fish', 'aquat', 'invertebr', 'role', 'ec', 'sterol', 'alpha', 'demethylas', 'inhibitor', 'antifung', 'agrochem', 'dichlorobenzen', 'cyclic', 'ketal', 'dioxolan', 'member', 'triazol', 'conazol', 'fungicid', 'triazol', 'fungicid']"
77,44139710,N-(2-chlorophenyl)-4-[[2-[4-[2-(4-ethyl-1-piperazinyl)-2-oxoethyl]anilino]-5-fluoro-4-pyrimidinyl]amino]benzamide is a member of benzamides.,No annotation,0.9479,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'chlorophenyl', 'ethyl', 'piperazinyl', 'oxoethyl', 'anilino', 'fluoro', 'pyrimidinyl', 'amino', 'benzamid', 'member', 'benzamid']"
78,830655,LSM-20487 is a pyridopyrimidine.,No annotation,0.7774,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['lsm', 'pyridopyrimidin']"
79,5310304,"N-cyclohexyl-N-ethyl-1,3-dimethyl-2,4-dioxo-5-pyrimidinesulfonamide is a pyrimidone and a sulfonamide.",No annotation,0.8046,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'cyclohexyl', 'n', 'ethyl', 'dimethyl', 'dioxo', 'pyrimidinesulfonamid', 'pyrimidon', 'sulfonamid']"
80,121926,"4-(methoxymethyl)-6-phenylmethoxy-9H-pyrido[3,4-b]indole-3-carboxylic acid ethyl ester is a member of beta-carbolines.",No annotation,0.6866,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['methoxymethyl', 'phenylmethoxi', 'h', 'pyrido', 'b', 'indol', 'carboxyl', 'acid', 'ethyl', 'ester', 'member', 'beta', 'carbolin']"
81,80087,Dimethyl 4-hydroxyisophthalate is a phthalate ester.,Metabolite,0.5122,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['dimethyl', 'hydroxyisophthal', 'phthalat', 'ester']"
82,3244136,"2,4-dimethyl-6-oxo-N-[(2,4,6-trifluorophenyl)methyl]-3-pyrancarboxamide is a member of 2-pyranones.",No annotation,0.9139,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['dimethyl', 'oxo', 'n', 'trifluorophenyl', 'methyl', 'pyrancarboxamid', 'member', 'pyranon']"
83,3395,Flurbiprofen axetil is an organic molecular entity.,No annotation,0.7371,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['flurbiprofen', 'axetil', 'organ', 'molecular', 'entiti']"
84,5042,2-[[(4-chlorophenyl)-oxomethyl]amino]-3-(2-oxo-1H-quinolin-4-yl)propanoic acid is a secondary carboxamide.,No annotation,0.7443,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['chlorophenyl', 'oxomethyl', 'amino', 'oxo', 'h', 'quinolin', 'yl', 'propano', 'acid', 'secondari', 'carboxamid']"
85,60753,Ibutilide is an organic amino compound and a member of benzenes.,No annotation,0.8792,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['ibutilid', 'organ', 'amino', 'compound', 'member', 'benzen']"
86,4456,"Neostigmine is a quaternary ammonium ion comprising an anilinium ion core having three methyl substituents on the aniline nitrogen, and a 3-[(dimethylcarbamoyl)oxy] substituent at position 3. It is a parasympathomimetic which acts as a reversible acetylcholinesterase inhibitor. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor and an antidote to curare poisoning.",Drug,0.8524,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['neostigmin', 'quaternari', 'ammonium', 'ion', 'compris', 'anilinium', 'ion', 'core', 'three', 'methyl', 'substitu', 'anilin', 'nitrogen', 'dimethylcarbamoyl', 'oxi', 'substitu', 'posit', 'parasympathomimet', 'act', 'revers', 'acetylcholinesteras', 'inhibitor', 'role', 'ec', 'acetylcholinesteras', 'inhibitor', 'antidot', 'curar', 'poison']"
87,978,"4-aminobenzoic acid is an aminobenzoic acid in which the amino group is para to the carboxy group. It has a role as an Escherichia coli metabolite, a plant metabolite and an allergen. It is functionally related to a benzoic acid. It is a conjugate base of a 4-carboxyanilinium. It is a conjugate acid of a 4-aminobenzoate. It is a tautomer of a 4-ammoniobenzoate.",Metabolite,0.9708,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['aminobenzo', 'acid', 'aminobenzo', 'acid', 'amino', 'group', 'para', 'carboxi', 'group', 'role', 'escherichia', 'coli', 'metabolit', 'plant', 'metabolit', 'allergen', 'function', 'relat', 'benzoic', 'acid', 'conjug', 'base', 'carboxyanilinium', 'conjug', 'acid', 'aminobenzo', 'tautom', 'ammoniobenzo']"
88,485077,Dihydrochelerythrine is a benzophenanthridine alkaloid.,Metabolite,0.7707,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['dihydrochelerythrin', 'benzophenanthridin', 'alkaloid']"
89,3741,Ioversol is an amidobenzoic acid.,Metabolite,0.7777,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['ioversol', 'amidobenzo', 'acid']"
90,1257201,"N-(3-chloro-4-fluorophenyl)-5-pyridin-4-yl-1,3,4-thiadiazol-2-amine is a substituted aniline.",No annotation,0.7257,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'chloro', 'fluorophenyl', 'pyridin', 'yl', 'thiadiazol', 'amin', 'substitut', 'anilin']"
91,9870652,Fimasartan is a member of biphenyls.,No annotation,0.7655,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['fimasartan', 'member', 'biphenyl']"
92,4440,"Naratriptan is a sulfonamide, a member of tryptamines and a heteroarylpiperidine. It has a role as a serotonergic agonist and a vasoconstrictor agent.",Drug,0.8297,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['naratriptan', 'sulfonamid', 'member', 'tryptamin', 'heteroarylpiperidin', 'role', 'serotonerg', 'agonist', 'vasoconstrictor', 'agent']"
93,2292474,N-[2-(4-tert-butylphenoxy)ethyl]-2-(4-fluorophenyl)acetamide is a member of acetamides.,No annotation,0.9242,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['n', 'tert', 'butylphenoxi', 'ethyl', 'fluorophenyl', 'acetamid', 'member', 'acetamid']"
94,148184,CX-516 is a N-acylpiperidine.,No annotation,0.7805,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['cx', 'n', 'acylpiperidin']"
95,3494,"2-cyclopentyl-2-hydroxy-2-phenylacetic acid (1,1-dimethyl-3-pyrrolidin-1-iumyl) ester is a member of benzenes.",No annotation,0.6611,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['cyclopentyl', 'hydroxi', 'phenylacet', 'acid', 'dimethyl', 'pyrrolidin', 'iumyl', 'ester', 'member', 'benzen']"
96,22407,LSM-22634 is an alkaloid.,Metabolite,0.4448,"acid, metabolit, role, group, amino, function, relat, conjug, posit, ester","['lsm', 'alkaloid']"
97,124246,Iguratimod is an organic molecular entity.,No annotation,0.8305,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['iguratimod', 'organ', 'molecular', 'entiti']"
98,48229,2-[3-(trifluoromethyl)anilino]-3-pyridinecarboxylic acid (3-oxo-1H-isobenzofuran-1-yl) ester is a member of benzofurans.,No annotation,0.8423,"member, n, yl, methyl, h, phenyl, compound, amino, aromat, ethyl","['trifluoromethyl', 'anilino', 'pyridinecarboxyl', 'acid', 'oxo', 'h', 'isobenzofuran', 'yl', 'ester', 'member', 'benzofuran']"
99,54766,"Bambuterol is a carbamate ester that is terbutaline in which both of the phenolic hydroxy groups have been protected as the corresponding N,N-dimethylcarbamates. A long acting beta-adrenoceptor agonist used in the treatment of asthma, it is a prodrug for terbutaline. It has a role as a beta-adrenergic agonist, a prodrug, a bronchodilator agent, an anti-asthmatic drug, an EC 3.1.1.7 (acetylcholinesterase) inhibitor, a sympathomimetic agent and a tocolytic agent. It is a carbamate ester and a member of phenylethanolamines. It is functionally related to a terbutaline.",Drug,0.7805,"agent, group, role, member, inhibitor, posit, compound, drug, substitut, use","['bambuterol', 'carbam', 'ester', 'terbutalin', 'phenol', 'hydroxi', 'group', 'protect', 'correspond', 'n', 'n', 'dimethylcarbam', 'long', 'act', 'beta', 'adrenoceptor', 'agonist', 'use', 'treatment', 'asthma', 'prodrug', 'terbutalin', 'role', 'beta', 'adrenerg', 'agonist', 'prodrug', 'bronchodil', 'agent', 'anti', 'asthmat', 'drug', 'ec', 'acetylcholinesteras', 'inhibitor', 'sympathomimet', 'agent', 'tocolyt', 'agent', 'carbam', 'ester', 'member', 'phenylethanolamin', 'function', 'relat', 'terbutalin']"
